# Time (s),Altitude (m),Vertical velocity (m/s),Mach number (​)
178.743,78.795,-9.037,0.026
179.206,74.612,-9.044,0.026
179.668,70.434,-9.042,0.026
180.13,66.257,-9.038,0.026
180.592,62.082,-9.035,0.026
181.054,57.907,-9.035,0.026
181.516,53.734,-9.036,0.026
181.977,49.563,-9.034,0.026
182.439,45.394,-9.031,0.026
182.901,41.227,-9.026,0.026
183.362,37.06,-9.028,0.026
183.824,32.894,-9.027,0.026
184.285,28.734,-9.012,0.026
184.747,24.572,-9.011,0.026
185.208,20.41,-9.018,0.026
185.67,16.251,-9.019,0.026
186.131,12.093,-9.019,0.026
186.591,7.938,-9.017,0.026
187.052,3.787,-9,0.026
187.473,0,-9.013,0.026
