# Time (s),Altitude (m),Vertical velocity (m/s),Mach number (​)
179.423,81.129,-9.042,0.026
179.886,76.947,-9.043,0.026
180.348,72.767,-9.043,0.026
180.81,68.589,-9.042,0.026
181.272,64.412,-9.04,0.026
181.734,60.237,-9.038,0.026
182.196,56.064,-9.037,0.026
182.657,51.892,-9.035,0.026
183.119,47.726,-9.012,0.026
183.581,43.553,-9.031,0.026
184.043,39.386,-9.027,0.026
184.504,35.225,-9.005,0.026
184.967,31.058,-9.018,0.026
185.429,26.894,-9.02,0.026
185.929,22.384,-9.02,0.026
186.39,18.228,-9.003,0.026
186.852,14.067,-9.017,0.026
187.313,9.91,-9.018,0.026
187.773,5.757,-9.009,0.026
188.234,1.602,-9.014,0.026
188.412,0,-9.009,0.026
